date,growth_yoy_zscore,cpi_yoy_zscore,unemployment_delta_zscore,yield_spread_delta_zscore,credit_spread_delta_zscore,inferred_regime,regime_confidence,regime_margin,regime_entropy,regime_0_prob,regime_1_prob,regime_2_prob,regime_3_prob,equity_return,Mkt-RF,SMB,HML,RF,growth_yoy,cpi_yoy,unemployment_delta,yield_spread_delta,credit_spread_delta,bond_return,bond_return_source,intl_equity_return,real_estate_return,commodities_return,regime_label
1957-04-30,-0.3505540018249448,2.156847028894321,-0.4290071400965043,0.6292436395541788,-0.4455141462601544,2,0.9999783776584342,0.9999567553171909,0.00025388461335839094,5.229491868231459e-17,2.1622341243347297e-05,0.9999783776584342,1.0954989504871747e-102,0.036953095569278,0.0426,-0.0157,-0.0147,0.0025,0.0200780944215606,0.0371333085777942,-0.1,0.02,-0.0233333333333332,-0.0176861925708699,synthetic_gs10,,,0.0032258064516128,Inflationary
1957-05-31,-0.2764772240923857,1.9320163540386128,0.7232011518312244,1.588635340008885,-1.4375214154672753,2,0.9981158638329598,0.9962317276662761,0.013703968917335298,2.37343986634829e-16,0.0018841361666836938,0.9981158638329598,2.7510310126450832e-95,0.0369479353890052,0.0346,-0.0108,-0.0200999999999999,0.0026,0.0253140160204579,0.0358860525342212,0.0666666666666665,0.1,-0.0700000000000001,-0.0315827586206898,synthetic_gs10,,,-0.0032154340836013,Inflationary
1957-06-30,-0.1161003177202005,1.78967566993062,1.5860341783625895,1.0510646514033355,-1.2463625327789152,2,0.9923049108564953,0.9846098217129688,0.04511873525785587,1.074303041543036e-14,0.007695089143526437,0.9923049108564953,6.499176385246379e-83,-0.0012650510838067,-0.0075,0.0059,-0.0003,0.0024,0.0370370370370372,0.0353591160220994,0.1999999999999998,0.0599999999999999,-0.0633333333333331,-0.0525555555555554,synthetic_gs10,,,0.0032258064516128,Inflationary
1957-07-31,0.4180635235669171,1.5551434434626794,0.876171654230362,1.7197714734960712,-0.9997838071534576,2,0.9991269672576111,0.9982539345158706,0.007021890398732463,3.28148671448062e-13,0.0008730327417404358,0.9991269672576111,3.653740085021528e-77,0.0113996395968645,0.0066,-0.008,0.0048,0.003,0.0764164791075447,0.0329791132282888,0.1,0.1199999999999999,-0.0533333333333333,-0.0310438596491228,synthetic_gs10,,,0.0064308681672025,Inflationary
1957-08-31,-0.1655420870199298,1.6462600748856726,0.1821182751395202,0.3165791953892403,-0.0435658512213972,2,0.9984751686951413,0.9969503374072525,0.011413528377107452,1.694899319989813e-11,0.0015248312878888125,0.9984751686951413,2.3473160089863414e-76,-0.0561469136981073,-0.0512,0.0006,-0.0045,0.0025,0.0341799583503739,0.0355181252288538,0.0,0.0066666666666666,-0.0099999999999997,0.003275,synthetic_gs10,,,0.0031948881789136,Inflationary
1957-09-30,-0.6005208858287927,1.573397125737707,0.4096407245278944,-0.2624407456676158,1.4615344619449449,2,0.8848545741062857,0.7697091483189784,0.35713968099126664,1.061748230755821e-10,0.11514542578730728,0.8848545741062857,2.6848201025629347e-71,-0.0619195704593631,-0.0599,0.0006,0.0095,0.0026,0.0024773180619006,0.0354661791590493,0.0333333333333335,-0.0399999999999998,0.0599999999999999,0.0058195292620865,synthetic_gs10,,,-0.003184713375796,Inflationary
1957-10-31,-0.9105071877911506,1.1517638845281573,0.8629500445890206,-1.3126318938170245,1.6754049384627718,1,0.7820468876466062,0.5640937789037155,0.52430511764664,3.6106851798132546e-09,0.7820468876466062,0.2179531087428908,2.1933336456274646e-68,-0.0320602747373506,-0.0432,-0.0246,-0.0187999999999999,0.0029,-0.0208558318410273,0.0294438386041437,0.0999999999999999,-0.1266666666666666,0.0733333333333332,-0.0094884353741496,synthetic_gs10,,,-0.0031948881789137,Crisis
1957-11-30,-1.0950910470217727,1.3191596585050742,2.326702371350434,-0.349307567405559,3.086841809733248,1,0.9999994863020629,0.999998972604483,7.952874660926309e-06,5.934360291940655e-17,0.9999994863020629,5.136975798710634e-07,2.5579430078756705e-67,0.0160740337393516,0.0231,0.004,-0.0291,0.0028,-0.0358912370044214,0.0327153762268266,0.3333333333333333,-0.0499999999999999,0.1599999999999998,0.0662806255247689,synthetic_gs10,,,0.0032051282051281,Crisis
1957-12-31,-1.4960589380339486,1.141284910906159,1.7897174195220753,-0.6339539767761855,4.0629459831661885,1,0.9999999988112904,0.9999999976228621,2.5609665398862615e-08,4.8057041459682875e-18,0.9999999988112904,1.1884283016031805e-09,1.458171367461926e-66,-0.041466910153824,-0.039,-0.0091,-0.0176,0.0024,-0.06829524560021,0.0304017372421281,0.2666666666666666,-0.0733333333333334,0.2700000000000002,0.1401967741935485,synthetic_gs10,,,0.0031948881789136,Crisis
1958-01-31,-1.6192187212340936,1.3903325539366935,2.620433521182239,1.3567851457633675,3.146886042397156,1,0.999999999990905,0.9999999999819016,2.36134760417067e-10,2.0156394555682534e-21,0.999999999990905,9.003433198247766e-12,1.661912512919014e-75,0.0427606654838783,0.0465,0.0429,0.0434,0.0028,-0.0820098364530587,0.0350560173473075,0.4333333333333333,0.0866666666666666,0.24,0.0400581775700934,synthetic_gs10,,,0.0031847133757962,Crisis
1958-02-28,-1.904412389857272,1.1900301940556108,2.4215419137409087,3.9567640086096447,0.9357365708454204,1,0.9999999999763531,0.9999999999525132,6.047828877937038e-10,4.859121644202184e-24,0.9999999999763531,2.3839888884069202e-11,8.822165443523597e-103,-0.0206235154584428,-0.0153,0.0075,0.0023,0.0012,-0.1103028557024018,0.0323741007194244,0.4333333333333335,0.3699999999999999,0.0800000000000002,0.0155199838187701,synthetic_gs10,,,0.0,Crisis
1958-03-31,-1.9319218700140357,1.3881395875160756,2.5720596299148104,4.182764887962379,-0.6989733981033415,1,0.999999999990905,0.9999999999819226,2.356226321166601e-10,1.311513717624698e-26,0.999999999990905,8.982469433764378e-12,1.4611868269559308e-113,0.0308520645647785,0.0327,0.0069,-0.0103,0.0009,-0.1201444004272522,0.0362526920315866,0.5,0.5033333333333333,-0.0400000000000001,0.0254924863387977,synthetic_gs10,,,0.0063492063492063,Crisis
1958-04-30,-1.875697893234463,1.3424068883057945,2.5343075801340387,2.7686310401895726,0.0814945883346372,1,0.9999999999163265,0.9999999998326551,2.0232019368671227e-09,1.1947285290685603e-20,0.9999999999163265,8.367144239574642e-11,1.8349069752247137e-79,0.0318289834003577,0.0308999999999999,-0.0069,0.0163999999999999,0.0008,-0.1230032751540509,0.0361618331543143,0.5333333333333335,0.3666666666666667,0.0166666666666666,0.0360403803131991,synthetic_gs10,,,-0.003154574132492,Crisis
1958-05-31,-1.6609038736405044,1.1555799921278258,1.4742035285043475,1.1805583924672285,0.2643519734676801,1,0.9999941003544652,0.9999882007136027,7.693507551365426e-05,4.674637490581986e-12,0.9999941003544652,5.89964086248143e-06,6.856765711049952e-54,0.0149632031866422,0.0232,0.0216,-0.002,0.0011,-0.1111121299509887,0.0335714285714285,0.3333333333333333,0.1633333333333333,0.0299999999999999,-0.0114888888888889,synthetic_gs10,,,0.0031645569620253,Crisis
1958-06-30,-1.361084524418405,0.829192533442713,0.7955974499014451,1.0805095488369236,-0.7092492218966762,1,0.9932882537452314,0.9865766308428063,0.04027552135383405,1.2335207804424302e-07,0.9932882537452314,0.00671162290242511,8.460013073928004e-42,0.0260830465388739,0.0293,-0.0014,0.0031,0.0003,-0.0899054204855204,0.0284596229099964,0.1999999999999998,0.1533333333333334,-0.04,-0.0146899543378995,synthetic_gs10,,,-0.003154574132492,Crisis
1958-07-31,-1.2340467677569924,0.5988816454356307,-0.0389085749898096,1.251586678792742,-2.17914159423689,1,0.8775969836420471,0.7551966367809017,0.3717169699128887,2.6694964574896754e-06,0.8775969836420471,0.12240034686114541,6.011284820648677e-32,0.0431033792195976,0.0438999999999999,0.0046999999999999,0.0306999999999999,0.0007,-0.0820098364530587,0.0248315005321035,0.0333333333333332,0.18,-0.1533333333333333,-0.0749660774410774,synthetic_gs10,,,0.0,Crisis
1958-08-31,-0.9929688671709108,0.5007801164709642,-0.2054619635374161,-0.5094245325473804,-2.4889749949255897,2,0.6027331867488637,0.20553686634472684,0.6725672029792601,7.049284686014191e-05,0.3971963204041368,0.6027331867488637,1.0662818368958435e-27,0.0118669504044881,0.019,0.0115,0.0033,0.0004,-0.063650578641624,0.0233380480905234,0.0,-0.0533333333333332,-0.19,-0.1035833333333333,synthetic_gs10,,,0.0,Inflationary
1958-09-30,-0.7787798601219673,0.3416503978365601,-0.5391964088280512,-2.07695241826632,-1.9649433921249209,2,0.9545276861830287,0.9091540917820017,0.1856655083351406,9.871941624534135e-05,0.04537359440102708,0.9545276861830287,4.8097571940212066e-35,0.0483769921108065,0.0466,0.0008,0.0279999999999999,0.0019,-0.0469114633240567,0.0208333333333332,-0.0666666666666667,-0.2733333333333334,-0.1566666666666664,-0.059196892655367,synthetic_gs10,,,0.0,Inflationary
1958-10-31,-0.4629394576963364,0.3381715815687689,-1.5190008440292972,-2.6076042215772546,-0.86639047668822,2,0.9861734814118116,0.974161659581811,0.078299200690285,0.001814696758344887,0.012011821830000647,0.9861734814118116,1.5584459082601088e-40,0.025369564980501,0.0253,0.0105,-0.0113,0.0018,-0.0213047160767304,0.0208333333333332,-0.2666666666666666,-0.3733333333333333,-0.0699999999999999,-0.0075049645390072,synthetic_gs10,,,-0.0031645569620253,Inflationary
1958-11-30,0.1877580968091263,0.2208144018999092,-2.0877906988953807,-1.7512900955026978,0.0112976184903416,2,0.7916703716903176,0.5843020052522441,0.5178644398444059,0.20736836643807358,0.0009612618718397541,0.7916703716903176,9.10175489974069e-27,0.0224040068217159,0.0301,0.0204999999999999,-0.0116999999999999,0.0011,0.0320930565156245,0.0190073917634634,-0.4000000000000001,-0.2599999999999999,0.0,0.0189561403508771,synthetic_gs10,,,0.0031746031746031,Inflationary
1958-12-31,0.4488776128603705,0.1276597280610516,-1.548240120917464,-0.4943027245435907,-0.489425700632872,0,0.9167307957678882,0.8334828790488678,0.2868795502594789,0.9167307957678882,2.128751314880708e-05,0.08324791671902043,5.782301264245651e-16,0.0520198088042893,0.0516,-0.0202,0.0006,0.0022,0.053668471656475,0.0175623463294696,-0.2999999999999998,-0.0766666666666666,-0.0400000000000001,-0.0289688948306593,synthetic_gs10,,,0.0,Balanced
1959-01-31,0.8778929063954012,-0.1690321765819549,-1.198964305336912,0.1003860741814965,-1.104582235170629,0,0.9972605279896849,0.994521634461821,0.018904050111909685,0.9972605279896849,5.782338073957604e-07,0.002738893527863986,2.487956203138691e-10,0.0043470690535529,0.0070999999999999,0.0302,0.0292,0.0021,0.0893362910733031,0.0129189944134078,-0.2333333333333334,0.0099999999999999,-0.0899999999999998,-0.0382341105354058,synthetic_gs10,,,0.0031645569620253,Balanced
1959-02-28,1.407279466385056,-0.3256558117628741,-0.5489205114162165,0.4651909093690712,-0.7967092257086253,0,0.9999188881439407,0.9998378028045892,0.0008454048083668334,0.9999188881439407,2.3654527752146646e-08,8.108533935152079e-05,2.8621126856784594e-09,-0.000721387105085,0.0095,0.0148,0.0115,0.0019,0.1348761434469358,0.0104529616724737,-0.0999999999999999,0.0633333333333331,-0.0666666666666667,0.0182753731343282,synthetic_gs10,,,0.0,Balanced
1959-03-31,1.7248390025795397,-0.7713357566383608,-1.0170225913667457,0.2535756249278117,-0.4940015380625434,0,0.9999948744466045,0.9999913390885452,7.078774217115125e-05,0.9999948744466045,8.357382869191208e-09,1.58183752969976e-06,3.535358059339247e-06,0.0005413964876284,0.0028,0.0144999999999999,-0.0034,0.0022,0.1655167114867459,0.003463803255975,-0.2000000000000001,0.0333333333333335,-0.0433333333333334,-0.0042757575757577,synthetic_gs10,,,0.0,Balanced
1959-04-30,2.160324804421472,-0.8941574915132041,-1.310538446926912,-0.0507616213556642,-0.404545423462069,0,0.9999819129760449,0.9999648671651956,0.00021965624593723202,0.9999819129760449,1.3083323143086506e-08,1.0281295824731527e-06,1.704581084921898e-05,0.0387806922643594,0.0366,-0.0068,-0.0124,0.002,0.2103774616782903,0.0013821700069107,-0.2666666666666666,-0.0099999999999999,-0.0366666666666667,-0.0292564536340851,synthetic_gs10,,,0.003154574132492,Balanced
1959-05-31,2.1318586853768045,-0.7485831310951564,-1.2822871270711138,0.5112472404564462,-1.1159093218335725,0,0.9999639471012379,0.9999299642340793,0.00041297056155055776,0.9999639471012379,2.9315708929194116e-08,2.0407155900201664e-06,3.398286715857054e-05,0.0189268996301419,0.0173,-0.021,0.018,0.0022,0.2166671824549459,0.0034554250172771,-0.2666666666666669,0.0699999999999999,-0.0933333333333331,-0.0426831715210355,synthetic_gs10,,,0.0,Balanced
1959-06-30,1.7335744971775666,-0.5154347463091609,-0.947751189242724,-0.1297244472812932,-0.5937562820030621,0,0.9999991183635096,0.9999982938570705,1.3400202159934352e-05,0.9999991183635096,4.47000614427646e-09,8.245064391157777e-07,5.265981394928704e-08,-0.0035787164856938,-0.0024,0.0067,0.0132,0.0024,0.1867443239494659,0.0069180214458663,-0.1999999999999998,-0.0200000000000001,-0.053333333333333,-0.0033688901778809,synthetic_gs10,,,-0.0031446540880503,Balanced
1959-07-31,1.2020178970492106,-0.3742489079182892,-0.1461908230817615,0.085296477885993,-0.1605069345531209,0,0.9999993315734588,0.9999986769691105,1.0245856797446345e-05,0.9999993315734588,1.1522770907244884e-08,6.546043482521655e-07,2.299871680713264e-09,0.0348896367066904,0.0318,-0.0034999999999999,0.0027,0.0025,0.1413377171265029,0.0089996538594667,-0.0333333333333335,0.01,-0.0200000000000001,-0.0102082181259601,synthetic_gs10,,,0.0,Balanced
1959-08-31,0.5249261091312316,-0.4175230459248277,0.1750328217314013,-0.9863490160598254,0.1430479134890728,0,0.9999986118392001,0.9999973297505024,2.048571811617554e-05,0.9999986118392001,1.0607170576411953e-07,1.2820886977553473e-06,6.176659314541018e-13,-0.0150388344514013,-0.0138,-0.0078,0.0044,0.0019,0.0810505109347314,0.008293020041465,0.0333333333333335,-0.1399999999999999,0.0033333333333332,-0.003151515151515,synthetic_gs10,,,-0.003154574132492,Balanced
1959-09-30,0.3969275784203437,-0.1834690651818328,0.8146881698903525,-1.1352368272548987,-0.768559246670017,0,0.999979475210782,0.9999628505441017,0.00025204684806020135,0.999979475210782,3.90012223015108e-06,1.6624666680261563e-05,3.832015199228591e-15,-0.0456375415376379,-0.0481,-0.0015,0.0053,0.0031,0.0699438621134207,0.0117606364579729,0.1666666666666666,-0.1633333333333334,-0.0666666666666667,-0.0527417419112113,synthetic_gs10,,,0.0031645569620253,Balanced
1959-10-31,0.1699506872512139,0.0498937855428506,0.9634551703878348,-1.642252807825321,0.4155892091165379,0,0.9997760287047611,0.9996523271200147,0.002260216434526955,0.9997760287047611,0.00010026971044169606,0.00012370158474640626,9.135802379202302e-22,0.0112517471453985,0.0128,0.0152,-0.021,0.003,0.049937233718807,0.0152196471809062,0.2000000000000001,-0.2399999999999999,0.0233333333333334,0.0359512820512819,synthetic_gs10,,,-0.003154574132492,Balanced
1959-11-30,-0.0998990877436503,-0.0452704923543493,0.9498834039042144,-1.4869499192945397,0.4119991979893627,0,0.9998323279755933,0.9997473364570988,0.001741520293654571,0.9998323279755933,8.268050597036138e-05,8.499151849454088e-05,6.726573980661515e-19,0.0132127662636454,0.016,0.0126,-0.0322,0.0026,0.0261204543250022,0.0138169257340241,0.1999999999999998,-0.2233333333333333,0.0233333333333331,0.003775,synthetic_gs10,,,-0.0031645569620253,Balanced
1959-12-31,0.6045073866149233,0.0484220667611466,-0.3521036103505902,-0.932218899696538,0.4965332514482434,0,0.999929711497481,0.9998595628143447,0.0007434574657120349,0.999929711497481,1.398189846886983e-07,7.014868313627355e-05,1.2101179930622303e-17,0.0276252684295437,0.0246,-0.0063,-0.0001,0.0034,0.0881960815068714,0.0151881256472212,-0.0666666666666667,-0.1466666666666665,0.0299999999999999,-0.0315450883002208,synthetic_gs10,,,0.0,Balanced
1960-01-31,0.736178026015265,-0.142500804773341,-0.83427859017432,-0.1529860868266943,-0.4844150885094393,0,0.9997901967255661,0.9995804230817876,0.0019869689684122956,0.9997901967255661,2.962216089149042e-08,0.00020977364377848537,8.69423914149017e-12,-0.0714643316566244,-0.0698,0.0212,0.0265,0.0033,0.1003645487686251,0.0124095139607032,-0.1666666666666666,-0.0366666666666667,-0.0433333333333333,-0.0024882551528072,synthetic_gs10,,,0.0031746031746031,Balanced
1960-02-29,0.3785284519145508,-0.0220835560805774,-1.6141896818959678,0.4604051030853255,0.6350138138115915,0,0.9928141662900326,0.9856456093733902,0.042748112921200246,0.9928141662900326,1.727675660885142e-05,0.007168556916642372,3.6967456594659336e-11,0.0091709821243604,0.0116,0.006,-0.0197,0.0029,0.0696280973313243,0.0141379310344826,-0.3333333333333333,0.0500000000000001,0.04,0.0526621468926553,synthetic_gs10,,,0.0,Balanced
1960-03-31,0.09168187851212,0.0511469448617416,0.1727629712442874,1.8127105699840795,1.8839462029777705,0,0.8178631099526317,0.6682899678671165,0.5601406188257209,0.8178631099526317,0.03256374796220917,0.1495731420855152,1.7935654032137774e-16,-0.0138987668236343,-0.0163,-0.0055,-0.0275,0.0034999999999999,0.0449683129850839,0.0151881256472212,0.0333333333333335,0.2466666666666666,0.1366666666666667,0.0571937824795842,synthetic_gs10,,,0.0063291139240506,Balanced
1960-04-30,-0.2558913098546288,0.3403344200819144,0.0090302887178457,1.6294257823914475,1.367974082782657,0,0.8019224755995561,0.6384548236015309,0.5894962052472271,0.8019224755995561,0.034609872402236695,0.16346765199802518,3.008908163960178e-20,-0.0175280306835663,-0.0171,0.0022,-0.0214,0.0019,0.0150655811071329,0.0193236714975844,0.0,0.2266666666666667,0.0999999999999999,-0.0035171568627451,synthetic_gs10,,,0.0,Balanced
1960-05-31,-0.4428845441791648,0.2622437934006752,0.4991713120537014,1.2587778576666246,0.3944659813948921,0,0.8165926502282723,0.6675183579391963,0.5649474401573757,0.8165926502282723,0.03433305748290916,0.14907429228907593,3.12060553387484e-17,0.0268530978085732,0.0312,0.0129,-0.0373,0.0027,-0.0011403862051423,0.0182506887052342,0.0999999999999999,0.1766666666666664,0.0266666666666669,-0.012788473520249,synthetic_gs10,,,-0.0031446540880503,Balanced
1960-06-30,-0.5992215340391018,0.1841953674619632,0.00222346331603,1.7198984069624312,0.5230548780662495,0,0.835840480392925,0.7108992688504848,0.5367604104198048,0.835840480392925,0.03921830806430919,0.12494121154244024,2.3188648112056587e-18,0.0195234874107479,0.0208,-0.0028,-0.0027,0.0024,-0.0148250089983273,0.0171762281003091,0.0,0.2500000000000001,0.0366666666666664,0.0496020114942527,synthetic_gs10,,,0.0,Balanced
1960-07-31,-0.3511606887039988,-0.0637645167960121,0.4983586152525666,1.2426766478547346,1.7659458132673376,0,0.8939049358723253,0.8352658118396701,0.41122143104890413,0.8939049358723253,0.047455940075052654,0.0586391240326552,2.0113668219131405e-11,-0.0247716073923098,-0.0237,-0.0052,0.021,0.0013,0.0058394793926246,0.0137221269296741,0.0999999999999999,0.1833333333333332,0.1333333333333333,0.063699297188755,synthetic_gs10,,,0.0,Balanced
1960-08-31,0.055405834040816,0.009571772750505,0.8243965993056135,0.980163494212436,1.512903057189481,0,0.9599725046369764,0.9399336421809931,0.1957764338654392,0.9599725046369764,0.02003886245598335,0.019988632898857894,8.512408864521465e-12,0.0261214340980617,0.03,0.0069,-0.0018,0.0017,0.039902824990682,0.0147361206305689,0.1666666666666666,0.1466666666666668,0.1166666666666665,0.0288910256410256,synthetic_gs10,,,-0.003154574132492,Balanced
1960-09-30,-0.06006979776151,-0.1662591370731584,0.1516615945137102,-0.8499800840396392,0.4209653099632744,0,0.9986595050791729,0.9973848199017381,0.01046910929431378,0.9986595050791729,6.5809743656922e-05,0.0012746851774347646,5.739275205786726e-14,-0.0603932352879326,-0.06,-0.0112,0.0168,0.0016,0.0302669262344832,0.0123076923076923,0.0333333333333332,-0.1233333333333335,0.0333333333333335,0.0031666666666666,synthetic_gs10,,,0.0,Balanced
1960-10-31,0.0162768414584248,-0.0689670057694224,0.984137914881745,-0.0307224747298815,-0.4511660443680633,0,0.9988638478859313,0.9982748122684574,0.0096254885744581,0.9988638478859313,0.0005471164461339097,0.000589035617473959,5.087531265389645e-11,-0.002429018441766,-0.0070999999999999,-0.0409,0.0283,0.0022,0.0365841507930038,0.0136286201022146,0.1999999999999998,-0.0033333333333332,-0.0333333333333332,-0.0205175438596492,synthetic_gs10,,,0.0031645569620253,Balanced
1960-11-30,-0.235780889359032,0.0064120428182606,0.8066694897854375,0.1287303206012098,-0.5782896945955421,0,0.9756815386956414,0.9524296740657054,0.11877822818205641,0.9756815386956414,0.023251864629936003,0.0010665966732533597,1.2481562428395695e-12,0.040269742469706,0.0469,0.0038,-0.0239,0.0013,0.0157594799956786,0.0146507666098807,0.1666666666666666,0.02,-0.0433333333333334,-0.0070411096829476,synthetic_gs10,,,0.0,Balanced
1960-12-31,-1.1667296068330872,-0.0711024856676047,1.7756012229602325,0.6073509753865008,0.2156589708524207,1,0.8804688988160948,0.7609428700432993,0.36604628371104014,0.11952602877279553,0.8804688988160948,4.984433698549113e-06,8.797731827379295e-08,0.0462729501703289,0.0473,-0.0158,-0.0077,0.0016,-0.0616444453865231,0.0136008160489629,0.3666666666666665,0.09,0.0166666666666666,0.0261757633587787,synthetic_gs10,,,0.0,Crisis
