Date,cpi_yoy_zscore,unemployment_delta_zscore,yield_spread_delta_zscore,inferred_regime,spy_equivalent_return,Mkt-RF,SMB,HML,RF,cpi_yoy,unemployment_delta,yield_spread_delta
2005-03-17,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,0,0.0018012530786775,0.0019,0.0003,0.0048,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-18,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,1,-0.0004704518881664,-0.0014,-0.0031,0.0003,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-21,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,0,-0.0049342201460287,-0.0038,0.0034999999999999,-0.0023,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-22,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,1,-0.010196208806246,-0.0092,0.0069,-0.0013,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-23,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,0,0.0006998902345414,-0.0012,-0.0085,-0.0052,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-24,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,1,-0.0009466583574222,0.0001,0.0049,-0.0009,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-28,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,0,0.0024414686826854,0.0016,-0.0021,0.0,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-29,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,1,-0.0075961812538475,-0.0086,-0.0081999999999999,0.0014,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-30,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,0,0.0137726102061785,0.0135,0.0016,-0.0018,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-03-31,-0.1153095414334917,-0.2712212739762335,-0.399719107879107,1,-0.0006941437228814,-0.0001,-0.0006,0.0064,0.0001,0.0320684126135757,-0.0666666666666667,-0.0933333333333335
2005-04-01,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.0064966856377359,-0.0064,0.0,0.0042,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-04,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0027281920778772,0.0029,0.0,0.0016,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-05,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0044808519140302,0.004,-0.0014,-0.0029,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-06,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0022684563162,0.0022,-0.001,0.0005,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-07,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.005970988776071,0.0056999999999999,-0.0001,-0.0024,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-08,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0083450000456044,-0.0088,-0.0045,0.0003,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-11,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,8.474234709510142e-06,-0.0009,-0.0066,0.0012,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-12,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0055452028383897,0.0056,0.0023,-0.0005,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-13,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.0117616105848534,-0.0121999999999999,-0.003,-0.0011,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-14,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.010001780423824,-0.011,-0.0053,-0.0014,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-15,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.0167204964455117,-0.0159,-0.0014,-0.0036,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-18,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0029405973691347,0.0029,0.0031,0.0017,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-19,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0059338286392607,0.0075,0.0081999999999999,0.0011,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-20,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0132549392846395,-0.0135,-0.0024,0.0009,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-21,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0197362208104394,0.0187,0.0037,-0.006,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-22,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0067502533594462,-0.0083,-0.0087,0.0046,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-25,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0086622752066158,0.0093,0.0007,0.0004,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-26,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0088374664374911,-0.0087,-0.0049,-0.0002,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-27,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0039502782543614,0.003,-0.0052,-0.0016,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-28,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0113803716115111,-0.012,-0.0098,0.0042,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-04-29,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0119224691941215,0.0104,-0.0040999999999999,-0.0005,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-02,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0045901013146154,0.0052,0.0046999999999999,0.0007,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-03,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.0008518536219271,-0.0004,0.0003,-0.0036,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-04,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,0.0124701636459301,0.0128,0.0023,0.0039,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-05,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.0025688082920384,-0.0019,0.003,-0.0029,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-06,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0010915883881061,-0.0003,0.0033,0.0011,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-09,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0063943231233076,0.0060999999999999,0.0032,0.0005,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-10,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0107054354137083,-0.0103,-0.0015,0.0005,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-11,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,0.0041930465703561,0.0039,-0.0040999999999999,-0.0009,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-12,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,1,-0.0100332164757972,-0.0102,-0.0017,-0.0065,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
2005-05-13,-0.0595660126592399,-0.1344039305844367,-0.4787583657025654,0,-0.004580058472371,-0.005,-0.0008,-0.0062,0.0001,0.0336179295624332,-0.0333333333333332,-0.1099999999999998
