date,equity_return,Mkt-RF,SMB,HML,RF,growth_yoy,cpi_yoy,unemployment_delta,yield_spread_delta,credit_spread_delta,growth_yoy_zscore,cpi_yoy_zscore,unemployment_delta_zscore,yield_spread_delta_zscore,credit_spread_delta_zscore
2017-06-30,0.004813775207812565,0.0079,0.022099999999999998,0.015,0.0006,0.014803308546539107,0.01640565809959127,-0.03333333333333351,-0.17666666666666667,-0.006666666666666525,-0.19424337839882858,-0.692358810957223,-0.13221768519012464,-0.8241775186561505,-0.0617694932836853
2017-07-31,0.019348826001101882,0.018799999999999997,-0.014499999999999999,-0.0023,0.0007000000000000001,0.011187969195710634,0.017251073506566073,-0.03333333333333351,-0.08333333333333333,-0.06666666666666687,-0.2640367358920273,-0.6618445840656751,-0.13221768519012464,-0.3868455691808204,-0.5695577775640466
2017-08-31,0.000546433019853243,0.0018,-0.0167,-0.0213,0.0009,0.008523014668689877,0.0192812155729698,0.0,-0.06999999999999991,-0.05000000000000012,-0.31548311642746896,-0.5885691089261909,0.005409628515600735,-0.32436957639863,-0.4285054763750575
2017-09-30,0.019302978562167672,0.024900000000000002,0.044500000000000005,0.0315,0.0009,0.010630336308315114,0.021805652303711787,0.0,-0.013333333333333272,-0.02666666666666684,-0.27480172022220967,-0.497452677241011,0.005409628515600735,-0.05884660707432262,-0.2310322547104741
2017-10-31,0.02218813506615125,0.0226,-0.019299999999999998,0.0013,0.0009,0.022919955326540453,0.02020757753132485,-0.033333333333333215,0.013333333333333345,-0.03666666666666648,-0.03755323802989171,-0.5551332160530119,-0.13221768519012342,0.06610537849005715,-0.3156636354238641
2017-11-30,0.028082627806563343,0.031200000000000002,-0.006,-0.0009,0.0008,0.029662701539719283,0.02172493864295566,-0.06666666666666672,-0.026666666666666616,-0.06000000000000005,0.09261404400808962,-0.5003659373226708,-0.2698449988958488,-0.12132259985651268,-0.51313685708845
2017-12-31,0.009831630594270502,0.0106,-0.0132,0.0005,0.0009,0.02467143465957866,0.021299307195522532,-0.06666666666666672,-0.0300000000000001,-0.09333333333333327,-0.003741301895964832,-0.5157285797017911,-0.2698449988958488,-0.13694159805206088,-0.7952414594664259
2018-01-31,0.05617870412552817,0.0558,-0.0316,-0.0132,0.0011,0.027352874765469437,0.02151318868063945,-0.06666666666666672,-0.03999999999999989,-0.09333333333333356,0.04802332923448493,-0.5080087911683496,-0.2698449988958488,-0.1837985926387024,-0.7952414594664283
2018-02-28,-0.0389473718793677,-0.0364,0.0027,-0.011000000000000001,0.0011,0.033994953469032696,0.02263468931091861,-0.03333333333333351,0.05666666666666657,-0.08999999999999986,0.1762472464027371,-0.4675296084978922,-0.13221768519012464,0.26915235503217416,-0.7670309992286275
2018-03-31,-0.02688449860055664,-0.0235,0.0405,-0.0021,0.0012,0.03224806264183644,0.023309497646499366,-0.033333333333333215,0.020000000000000018,-0.006666666666666672,0.14252389039850497,-0.4431732335249049,-0.13221768519012342,0.09734337488115219,-0.06176949328368655
2018-04-30,0.0027187749953683227,0.0027,0.0109,0.0053,0.0014000000000000002,0.03309758614070435,0.024709963021052994,0.0,-0.020000000000000018,0.040000000000000036,0.15892376092290655,-0.39262516231597844,0.005409628515600735,-0.090084603465418,0.3331769500454815
2018-05-31,0.0216083418545836,0.026600000000000002,0.0524,-0.031400000000000004,0.0014000000000000002,0.022584201444366236,0.02781921607842497,-0.09999999999999994,-0.05666666666666664,0.06666666666666672,-0.044034895339030496,-0.2804005062792628,-0.40747231260157296,-0.26189358361644033,0.5588606319478632
2018-06-30,0.00484243626760783,0.0049,0.0111,-0.0233,0.0014000000000000002,0.028410387544831828,0.028075506935940187,0.0,-0.043333333333333224,0.040000000000000036,0.06843838859723941,-0.27115000373113285,0.005409628515600735,-0.19941759083424992,0.3331769500454815
2018-07-31,0.03602155617289915,0.032,-0.0223,0.0049,0.0016,0.032543243815604805,0.02854124785561929,-0.06666666666666672,-0.05999999999999998,0.03333333333333336,0.14822230019822588,-0.25433965939801867,-0.2698449988958488,-0.27751258181198785,0.276756029569886
2018-08-31,0.030263211276748248,0.0345,0.011399999999999999,-0.0391,0.0016,0.04353587280888749,0.026429238568742575,0.0,-0.08666666666666652,0.009999999999999787,0.3604326657182618,-0.33057003093504106,0.005409628515600735,-0.40246456737636727,0.07928280790530014
2018-09-30,0.0042942874264617625,0.0006,-0.0229,-0.016200000000000003,0.0015,0.04313826088176409,0.02332055105808828,-0.09999999999999994,-0.04666666666666671,-0.013333333333333345,0.3527568520033131,-0.4427742742601848,-0.40747231260157296,-0.21503658902979814,-0.11819041375928198
2018-10-31,-0.0694033560936963,-0.0765,-0.047,0.0338,0.0019,0.02930867401734427,0.02492032470218053,0.0,-0.010000000000000083,0.006666666666666821,0.0857796179601203,-0.38503241676833977,0.005409628515600735,-0.043227608878775796,0.05107234766750557
2018-11-30,0.01785935665477978,0.0171,-0.0073,0.0036,0.0018,0.027666629800210174,0.02147328577667773,0.0,-0.023333333333333428,0.0733333333333334,0.054080303471200276,-0.5094490372947795,0.005409628515600735,-0.10570360166096586,0.6152815524234587
2018-12-31,-0.09177689467997252,-0.0955,-0.0231,-0.0192,0.0019,0.025912536810940523,0.020023809043401064,0.06666666666666658,-0.13666666666666671,0.13999999999999999,0.020217911259427315,-0.5617661130758954,0.2806642559270497,-0.6367495403095806,1.1794907571794118
2019-01-31,0.07868440166582613,0.0837,0.0276,-0.0039000000000000003,0.0021,0.01911642232351851,0.014875893578291333,0.06666666666666672,-0.18666666666666668,0.16333333333333325,-0.11097963396593527,-0.7475737754687197,0.28066425592705024,-0.871034513242793,1.376963978843995
2019-02-28,0.029728889343927145,0.0342,0.020499999999999997,-0.026600000000000002,0.0018,0.011096417703535089,0.015188615351321877,0.0,-0.16666666666666666,0.05666666666666679,-0.26580411798327674,-0.7362864685927692,0.005409628515600735,-0.7773205240695079,0.47422925123447063
2019-03-31,0.01792425624958849,0.011000000000000001,-0.030299999999999997,-0.0414,0.0019,0.006545559146318158,0.018831863513063984,-0.03333333333333336,-0.09666666666666668,-0.009999999999999934,-0.35365747485060367,-0.6047879175698795,-0.132217685190124,-0.4493215619630105,-0.08997995352148364
2019-04-30,0.03931349831373798,0.0397,-0.0174,0.0213,0.0021,-0.010247462328067725,0.020005834702090608,-0.09999999999999994,-0.06333333333333331,-0.07999999999999992,-0.677843183969223,-0.5624148747668327,-0.40747231260157296,-0.2931315800075353,-0.6823996185152349
